Isolate ID , Isolate name ,Location, Collection date , Segment  , Segment number , Type , Lineage , Passage details/history , Submitter , Sample ID by sample provider , Sample ID by submitting lab , Last modified , Originating lab , Submitting lab , Identifier , DNA Accession no. , DNA INSDC
EPI_ISL_277273,A/Bangladesh/2006/2017,Bangladesh,5/4/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170512006ORIGINAL,3000483741,9/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483741_N8K8HMBS_v1_4,1056960,
EPI_ISL_277270,A/Bangladesh/3003/2017,Bangladesh,5/7/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170503003ORIGINAL,3000483734,9/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483734_N8K8HMAT_v1_4,1056936,
EPI_ISL_283321,A/Bangladesh/3003/2017,Bangladesh,5/7/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,1170503003ORIGINAL,3000483734,11/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483734_000J3AE5_v1_4,1089284,
EPI_ISL_277269,A/Bangladesh/70501005/2017,Bangladesh,5/9/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170501005ORIGINAL,3000483733,9/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483733_N8K8HMAO_v1_4,1056928,
EPI_ISL_277271,A/Bangladesh/8007/2017,Bangladesh,5/16/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170508007ORIGINAL,3000483736,9/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483736_N8K8HMB3_v1_4,1056944,
EPI_ISL_277272,A/Bangladesh/5012/2017,Bangladesh,5/16/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170505012ORIGINAL,3000483740,9/6/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000483740_N8K8HMBN_v1_4,1056952,
EPI_ISL_286121,A/Bangladesh/601001/2017,Bangladesh,6/3/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,1170601001ORIGINAL,3000485737,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485737_N8K8HU10_v1_4,1107719,
EPI_ISL_277154,A/Bangladesh/2178/2017,Bangladesh,6/4/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2178ORIGINAL,3000484186,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484186_N8K8HO1L_v1_4,1056029,
EPI_ISL_277156,A/Bangladesh/2209/2017,Bangladesh,6/5/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2209ORIGINAL,3000484188,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484188_N8K8HO1V_v1_4,1056044,
EPI_ISL_275786,A/Bangladesh/1500/2017,Bangladesh,6/6/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,13-91500ORIGINAL,3000484181,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484181_N8K8HO0W_v1_4,1048200,
EPI_ISL_277159,A/Bangladesh/3389/2017,Bangladesh,6/11/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,3389ORIGINAL,3000484194,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484194_N8K8HO2P_v1_4,1056068,
EPI_ISL_277160,A/Bangladesh/3401/2017,Bangladesh,6/11/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,3401ORIGINAL,3000484195,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484195_N8K8HO2U_v1_4,1056076,
EPI_ISL_277487,A/Bangladesh/602005/2017,Bangladesh,6/11/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,3170602005ORIGINAL,3000484141,9/12/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484141_N8K8HNVC_v1_4,1058181,
EPI_ISL_286118,A/Bangladesh/0013/2017,Bangladesh,6/11/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,1170610013ORIGINAL,3000485750,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485750_N8K8HU2T_v1_4,1107695,
EPI_ISL_286120,A/Bangladesh/3012/2017,Bangladesh,6/11/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,2170603012ORIGINAL,3000485742,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485742_N8K8HU1P_v1_4,1107711,
EPI_ISL_275773,A/Bangladesh/5016/2017,Bangladesh,6/12/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170605016ORIGINAL,3000484153,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484153_N8K8HNX0_v1_4,1048103,
EPI_ISL_275787,A/Bangladesh/63400/2017,Bangladesh,6/12/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,16-63400ORIGINAL,3000484182,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484182_N8K8HO11_v1_4,1048208,
EPI_ISL_277155,A/Bangladesh/2207/2017,Bangladesh,6/12/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2207ORIGINAL,3000484196,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484196_N8K8HO2Z_v1_4,1056037,
EPI_ISL_275775,A/Bangladesh/0014/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170610014ORIGINAL,3000484159,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484159_N8K8HNXU_v1_4,1048120,
EPI_ISL_275776,A/Bangladesh/2025/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170612025ORIGINAL,3000484160,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484160_N8K8HNXZ_v1_4,1048128,
EPI_ISL_275788,A/Bangladesh/2031/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,12-22031ORIGINAL,3000484183,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484183_N8K8HO16_v1_4,1048216,
EPI_ISL_277151,A/Bangladesh/2143/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2143ORIGINAL,3000484198,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484198_N8K8HO39_v1_4,1056005,
EPI_ISL_277152,A/Bangladesh/2146/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2146ORIGINAL,3000484199,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484199_N8K8HO3E_v1_4,1056013,
EPI_ISL_277153,A/Bangladesh/2171/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2171ORIGINAL,3000484197,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484197_N8K8HO34_v1_4,1056021,
EPI_ISL_283320,A/Bangladesh/2025/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,1170612025ORIGINAL,3000484160,11/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484160_000J3CUV_v1_4,1089276,
EPI_ISL_286017,A/Bangladesh/2171/2017,Bangladesh,6/13/17,HA,4,A/H3N2,,C2/S1,GartenKondorRebecca,2171,3000484267,12/4/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484267_000J3EES_v1_4,1106925,
EPI_ISL_275771,A/Bangladesh/3039/2017,Bangladesh,6/14/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170603039ORIGINAL,3000484142,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484142_N8K8HNVH_v1_4,1048086,
EPI_ISL_277150,A/Bangladesh/2130/2017,Bangladesh,6/14/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2130ORIGINAL,3000484202,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484202_N8K8HO3T_v1_4,1055997,
EPI_ISL_285882,A/Bangladesh/2130/2017,Bangladesh,6/14/17,HA,4,A/H3N2,,S2,GartenKondorRebecca,2130ORIGINAL,3000484202,11/29/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484202_000J3E2B_v1_4,1106108,
EPI_ISL_275774,A/Bangladesh/0016/2017,Bangladesh,6/15/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170610016ORIGINAL,3000484157,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484157_N8K8HNXK_v1_4,1048112,
EPI_ISL_275772,A/Bangladesh/3044/2017,Bangladesh,6/16/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170603044ORIGINAL,3000484146,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484146_N8K8HNW1_v1_4,1048095,
EPI_ISL_275777,A/Bangladesh/2015/2017,Bangladesh,6/19/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170602015ORIGINAL,3000484165,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484165_N8K8HNYO_v1_4,1048136,
EPI_ISL_275781,A/Bangladesh/3018/2017,Bangladesh,6/19/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170603018ORIGINAL,3000484169,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484169_N8K8HNZ8_v1_4,1048160,
EPI_ISL_275782,A/Bangladesh/603021/2017,Bangladesh,6/19/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170603021ORIGINAL,3000484170,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484170_N8K8HNZD_v1_4,1048168,
EPI_ISL_275783,A/Bangladesh/9004/2017,Bangladesh,6/19/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,3170609004ORIGINAL,3000484173,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484173_N8K8HNZS_v1_4,1048176,
EPI_ISL_283322,A/Bangladesh/3018/2017,Bangladesh,6/19/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,2170603018ORIGINAL,3000484169,11/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484169_000J3CV5_v1_4,1089292,
EPI_ISL_275785,A/Bangladesh/4024/2017,Bangladesh,6/20/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170614024ORIGINAL,3000484177,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484177_N8K8HO0C_v1_4,1048192,
EPI_ISL_275779,A/Bangladesh/3047/2017,Bangladesh,6/21/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170603047ORIGINAL,3000484167,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484167_N8K8HNYY_v1_4,1048152,
EPI_ISL_275784,A/Bangladesh/2014/2017,Bangladesh,6/21/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170612014ORIGINAL,3000484175,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484175_N8K8HO02_v1_4,1048184,
EPI_ISL_283318,A/Bangladesh/2014/2017,Bangladesh,6/21/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,2170612014ORIGINAL,3000484175,11/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484175_000J3CVA_v1_4,1089260,
EPI_ISL_283323,A/Bangladesh/3047/2017,Bangladesh,6/21/17,HA,4,A/H3N2,,S1,DaSilvaJuliana,1170603047ORIGINAL,3000484167,11/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484167_000J3CMU_v1_4,1089300,
EPI_ISL_277158,A/Bangladesh/2248/2017,Bangladesh,6/22/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2248ORIGINAL,3000484204,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484204_N8K8HO43_v1_4,1056060,
EPI_ISL_285884,A/Bangladesh/2248/2017,Bangladesh,6/22/17,HA,4,A/H3N2,,S1,GartenKondorRebecca,2248ORIGINAL,3000484204,11/29/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484204_000J3DOS_v1_4,1106124,
EPI_ISL_275778,A/Bangladesh/2021/2017,Bangladesh,6/24/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170602021ORIGINAL,3000484166,8/28/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484166_N8K8HNYT_v1_4,1048144,
EPI_ISL_277157,A/Bangladesh/2210/2017,Bangladesh,6/24/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2210ORIGINAL,3000484206,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484206_N8K8HO4D_v1_4,1056052,
EPI_ISL_283319,A/Bangladesh/2021/2017,Bangladesh,6/24/17,HA,4,A/H3N2,,S1,DaSilvaJuliana,1170602021ORIGINAL,3000484166,11/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484166_000J3CMP_v1_4,1089268,
EPI_ISL_285883,A/Bangladesh/2210/2017,Bangladesh,6/24/17,HA,4,A/H3N2,,S1,GartenKondorRebecca,2210ORIGINAL,3000484206,11/29/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484206_000J3DOX_v1_4,1106116,
EPI_ISL_277148,A/Bangladesh/2062/2017,Bangladesh,7/1/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2062ORIGINAL,3000484207,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484207_N8K8HO4I_v1_4,1055981,
EPI_ISL_277149,A/Bangladesh/2097/2017,Bangladesh,7/1/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2097ORIGINAL,3000484209,9/6/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484209_N8K8HO4S_v1_4,1055989,
EPI_ISL_277846,A/Bangladesh/2226/2017,Bangladesh,7/1/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2226ORIGINAL,3000484208,9/13/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484208_N8K8HO4N_v1_4,1059902,
EPI_ISL_285880,A/Bangladesh/2062/2017,Bangladesh,7/1/17,HA,4,A/H3N2,,S1,GartenKondorRebecca,2062ORIGINAL,3000484207,11/29/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484207_000J3DP2_v1_4,1106092,
EPI_ISL_285881,A/Bangladesh/2097/2017,Bangladesh,7/1/17,HA,4,A/H3N2,,S1,GartenKondorRebecca,2097ORIGINAL,3000484209,11/29/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000484209_000J3DP7_v1_4,1106100,
EPI_ISL_286119,A/Bangladesh/1011/2017,Bangladesh,7/19/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,1170701011ORIGINAL,3000485738,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485738_N8K8HU15_v1_4,1107703,
EPI_ISL_288498,A/Bangladesh/1011/2017,Bangladesh,7/19/17,HA,4,A/H3N2,,S1,DaSilvaJuliana,1170701011ORIGINAL,3000485738,12/18/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485738_000J3ETA_v1_4,1123831,
EPI_ISL_282882,A/Bangladesh/0001/2017,Bangladesh,8/2/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170810001ORIGINAL,3000485785,10/24/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485785_N8K8HU7O_v1_4,1086161,
EPI_ISL_286032,A/Bangladesh/0001/2017,Bangladesh,8/2/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,1170810001ORIGINAL,3000485785,12/4/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485785_000J3EJV_v1_4,1107044,
EPI_ISL_282881,A/Bangladesh/3007/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170803007ORIGINAL,3000485777,10/24/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485777_N8K8HU6K_v1_4,1086153,
EPI_ISL_282883,A/Bangladesh/0002/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,2170810002ORIGINAL,3000485787,10/24/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485787_N8K8HU7Y_v1_4,1086169,
EPI_ISL_286068,A/Bangladesh/0002/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,2170810002ORIGINAL,3000485787,12/4/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485787_000J3EJQ_v1_4,1107330,
EPI_ISL_286069,A/Bangladesh/3007/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,1170803007ORIGINAL,3000485777,12/4/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485777_000J3EJL_v1_4,1107338,
EPI_ISL_340405,A/Bangladesh/3007/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,S4,GartenKondorRebecca,1170803007ORIGINAL,3000485777,2/19/19,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485777_345427_v1_4,1365623,
EPI_ISL_340421,A/Bangladesh/3007/2017,Bangladesh,8/3/17,HA,4,A/H3N2,,S4(2019-01-11),GartenKondorRebecca,1170803007ORIGINAL,3000485777,2/19/19,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485777_345426_v1_4,1365750,
EPI_ISL_286061,A/Bangladesh/1246/2017,Bangladesh,8/10/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,06-1246(ILI)ORIGINAL,3000485760,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485760_N8K8HU47_v1_4,1107275,
EPI_ISL_282884,A/Bangladesh/2018/2017,Bangladesh,8/12/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170812018ORIGINAL,3000485791,10/24/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485791_N8K8HU8I_v1_4,1086175,
EPI_ISL_286060,A/Bangladesh/64/2017,Bangladesh,8/13/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17-64(SARI)ORIGINAL,3000485759,12/4/17,InstituteofEpidemiologyDiseaseControlandResearch(IEDCR)&BangladeshNationalInfluenzaCentre(NIC),CentersforDiseaseControlandPrevention,3000485759_N8K8HU42_v1_4,1107267,
EPI_ISL_282880,A/Bangladesh/1013/2017,Bangladesh,8/16/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,1170801013ORIGINAL,3000485775,10/24/17,"icddr,bInternationalCentreforDiarrhoealDiseaseResearch,Bangladesh",CentersforDiseaseControlandPrevention,3000485775_N8K8HU6A_v1_4,1086145,
EPI_ISL_299949,A/Cambodia/775/2017,Cambodia,8/30/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17080775ORIGINAL,3000686889,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686889_N8K8YKMV_v1_4,1181052,
EPI_ISL_299948,A/Cambodia/780/2017,Cambodia,9/1/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090780ORIGINAL,3000686890,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686890_N8K8YKN0_v1_4,1181044,
EPI_ISL_299947,A/Cambodia/790/2017,Cambodia,9/4/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090790ORIGINAL,3000686891,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686891_N8K8YKN5_v1_4,1181036,
EPI_ISL_299946,A/Cambodia/832/2017,Cambodia,9/13/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090832ORIGINAL,3000686894,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686894_N8K8YKNK_v1_4,1181028,
EPI_ISL_309020,A/Cambodia/832/2017,Cambodia,9/13/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,17090832ORIGINAL,3000686894,5/1/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686894_000J3J4K_v1_4,1225096,
EPI_ISL_299945,A/Cambodia/837/2017,Cambodia,9/18/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090837ORIGINAL,3000686895,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686895_N8K8YKNP_v1_4,1181020,
EPI_ISL_299943,A/Cambodia/845/2017,Cambodia,9/22/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090845ORIGINAL,3000686897,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686897_N8K8YKNZ_v1_4,1181005,
EPI_ISL_299944,A/Cambodia/841/2017,Cambodia,9/22/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090841ORIGINAL,3000686896,2/21/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686896_N8K8YKNU_v1_4,1181013,
EPI_ISL_303237,A/Cambodia/852/2017,Cambodia,9/23/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090852ORIGINAL,3000686898,3/13/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686898_N8K8YKO4_v1_4,1198540,
EPI_ISL_312607,A/Cambodia/B0926502/2017,Cambodia,9/24/17,HA,4,A/H3N2,,SIAT1,KomadinaNaomi,B0926502,1801458VW86400,5/30/18,InstitutePasteurduCambodia,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0456.4,1244347,
EPI_ISL_303238,A/Cambodia/860/2017,Cambodia,9/25/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090860ORIGINAL,3000686899,3/13/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686899_N8K8YKO9_v1_4,1198552,
EPI_ISL_308989,A/Cambodia/860/2017,Cambodia,9/25/17,HA,4,A/H3N2,,S2,DaSilvaJuliana,17090860ORIGINAL,3000686899,5/1/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686899_000J3J45_v1_4,1224851,
EPI_ISL_299667,A/Cambodia/B100517/2017,Cambodia,9/27/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,B1003517,1801450VW86398,2/20/18,InstitutePasteurduCambodia,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0298.4,1179503,
EPI_ISL_299677,A/Cambodia/AD07901/2017,Cambodia,9/27/17,HA,4,A/H3N2,,SIAT1,KomadinaNaomi,AD07901,1801478VW86413,2/20/18,InstitutePasteurduCambodia,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0308.4,1179533,
EPI_ISL_300792,A/Cambodia/890/2017,Cambodia,9/28/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17090890ORIGINAL,3000686901,2/26/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686901_N8K8YKOJ_v1_4,1185384,
EPI_ISL_299663,A/Cambodia/B1120430/2017,Cambodia,9/29/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,B1120430,1801437VW86392,2/20/18,InstitutePasteurduCambodia,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0294.4,1179491,
EPI_ISL_299674,A/Cambodia/36660/2017,Cambodia,9/29/17,HA,4,A/H3N2,,SIAT1,KomadinaNaomi,36660,1801472VW86409,2/20/18,InstitutePasteurduCambodia,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0305.4,1179524,
EPI_ISL_300791,A/Cambodia/894/2017,Cambodia,10/1/17,HA,4,A/H3N2,,Original,DaSilvaJuliana,17100894ORIGINAL,3000686902,2/26/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686902_N8K8YKOO_v1_4,1185376,
EPI_ISL_308975,A/Cambodia/894/2017,Cambodia,10/1/17,HA,4,A/H3N2,,S1,DaSilvaJuliana,17100894ORIGINAL,3000686902,5/1/18,NationalPublicHealthLaboratory,CentersforDiseaseControlandPrevention,3000686902_000J3KRH_v1_4,1224741,
